id,label
192,0.038632
193,0.012698
194,0.000967
195,0.998988
196,0.858723
197,0.423320
198,0.006895
199,0.868594
200,0.607159
201,0.921108
202,0.415055
203,0.839024
204,0.942112
205,0.070291
206,0.030039
207,0.792995
208,0.192665
209,0.141980
210,0.875928
211,0.987893
212,0.999103
213,0.981583
214,0.787361
215,0.092974
216,0.131210
217,0.998125
218,0.000589
219,0.582313
220,0.998628
221,0.231138
222,0.994116
223,0.991083
224,0.004240
225,0.657621
226,0.996899
227,0.635679
228,0.163812
229,0.886020
230,0.000009
231,0.506497
232,0.954073
233,0.406967
234,0.009924
235,0.998517
236,0.949056
237,0.284676
238,0.059171
239,0.686104
240,0.927912
241,0.819226
242,0.021043
243,0.007026
244,0.976520
245,0.827697
246,0.758000
247,0.999999
248,0.136721
249,0.017964
250,0.999881
251,0.999880
252,0.007245
253,0.999444
254,0.484476
255,0.404889
256,0.018251
257,0.995415
258,0.552617
259,0.235949
260,0.091232
261,0.051116
262,0.721877
263,0.337537
264,0.002474
265,0.203848
266,0.010421
267,0.004240
268,0.108105
269,0.957953
270,0.493629
271,0.987223
272,0.000026
273,0.998539
274,0.044017
275,0.209407
276,0.972590
277,0.994878
278,0.716990
279,0.689695
280,0.890089
281,0.992784
282,0.992745
283,0.722770
284,0.252597
285,0.001902
286,0.646455
287,0.082002
288,0.985011
289,0.996012
290,0.093643
291,0.778129
292,0.942061
293,0.264979
294,0.297295
295,0.070603
296,0.993550
297,0.999770
298,0.877259
299,0.999246
300,0.039447
301,0.034559
302,0.327597
303,0.003885
304,0.004142
305,0.433027
306,0.998357
307,0.894660
308,0.685159
309,0.077026
310,0.216807
311,0.268694
312,0.434192
313,0.274815
314,0.979232
315,0.876794
316,0.395378
317,0.951499
318,0.345011
319,0.901775
320,0.613128
321,0.097163
322,0.023921
323,0.010144
324,0.000039
325,0.869830
326,0.880475
327,0.978957
328,0.927184
329,0.013152
330,0.047922
331,0.249886
332,0.961723
333,0.275338
334,0.060260
335,0.002617
336,0.174644
337,0.966043
338,0.004761
339,0.320405
340,0.997401
341,0.485296
342,0.109642
343,0.343639
344,0.975365
345,0.442011
346,0.996678
347,0.155499
348,0.966140
349,0.790558
350,0.988843
351,0.016139
352,0.950602
353,0.042719
354,0.404076
355,0.267178
356,0.535951
357,0.105772
358,0.896052
359,0.769925
360,0.043789
361,0.482070
362,0.714601
363,0.999418
364,0.001056
365,0.426115
366,0.970919
367,0.955848
368,0.366407
369,0.996255
370,0.696653
371,0.946070
372,0.012542
373,0.349604
374,0.016661
375,0.357230
376,0.003453
377,0.999864
378,0.020995
379,0.985218
380,0.078134
381,0.999773
382,0.005644
383,0.998724
384,0.999836
385,0.653365
386,0.019438
387,0.002840
388,0.104934
389,0.383330
390,0.681411
391,0.002613
392,0.219705
393,0.229874
394,0.948176
395,0.996264
396,0.680797
397,0.889399
398,0.000459
399,0.696021
400,0.945976
401,0.979258
402,0.678103
403,0.999666
404,0.123423
405,0.774560
406,0.910687
407,0.461895
408,0.969644
409,0.004090
410,0.000001
411,0.959638
412,0.920574
413,0.977891
414,0.029818
415,0.994120
416,0.015499
417,0.379100
418,0.999998
419,0.416141
420,0.351599
421,0.999264
422,0.663043
423,0.248114
424,0.999677
425,0.979856
426,0.910026
427,0.385070
428,0.026332
429,0.999003
430,0.992862
431,0.612259
432,0.593177
433,0.994869
434,0.988283
435,0.999944
436,0.993491
437,0.987588
438,0.172083
439,0.560370
440,0.496202
441,0.000285
442,0.238954
443,0.576389
444,0.189129
445,0.935585
446,0.632904
447,0.001489
448,0.014591
449,0.372670
450,0.999851
451,0.013798
452,0.095816
453,0.982319
454,0.000208
455,0.402339
456,0.376828
457,0.853525
458,0.093077
459,0.111405
460,0.892975
461,0.998118
462,0.007321
463,0.899600
464,0.706955
465,0.180039
466,0.996129
467,0.840515
468,0.014215
469,0.476397
470,0.981754
471,0.002247
472,0.421232
473,0.999729
474,0.915885
475,0.900072
476,0.025318
477,0.974494
478,0.104472
479,0.030157
480,0.006130
481,0.401441
482,0.999484
483,0.997668
484,0.983441
485,0.871594
486,0.999014
487,0.036857
488,0.655228
489,0.930989
490,0.999919
491,0.998832
492,0.609806
493,0.117222
494,0.000823
495,0.421503
496,0.747934
497,0.662252
498,0.930742
499,0.992371
500,0.167982
501,0.966223
502,0.000008
503,0.970924
504,0.012725
505,0.000062
506,0.105951
507,0.993661
508,0.926495
509,0.958298
510,0.970357
511,0.001219
512,0.001669
513,0.973183
514,0.626818
515,0.865555
516,0.962133
517,0.580517
518,0.972413
519,0.012644
520,0.026373
521,0.931750
522,0.881728
523,0.997164
524,0.945011
525,0.139026
526,0.186511
527,0.183511
528,0.986230
529,0.178123
530,0.010633
531,0.527281
532,0.972469
533,0.000184
534,0.999398
535,0.129721
536,0.006555
537,0.006991
538,0.130291
539,0.263775
540,0.999996
541,0.232332
542,0.770391
543,0.030730
544,0.036014
545,0.999326
546,0.027016
547,0.999828
548,0.191786
549,0.349815
550,0.042479
551,0.084922
552,0.368369
553,0.645432
554,0.022291
555,0.997739
556,0.030951
557,1.000000
558,0.987447
559,0.998796
560,0.843630
561,0.043781
562,0.002387
563,0.937407
564,0.022264
565,0.101508
566,0.998088
567,0.019079
568,0.507994
569,0.920611
570,0.010751
571,0.009871
572,0.732325
573,0.006174
574,0.894257
575,0.105208
576,0.142979
577,0.574544
578,0.211361
579,0.000518
580,0.870631
581,0.998581
582,0.978454
583,0.006478
584,0.847347
585,0.991363
586,0.081397
587,0.838380
588,0.409586
589,0.950970
590,0.988897
591,0.987545
592,0.038994
593,0.893507
594,0.125268
595,0.324484
596,0.176862
597,0.653563
598,0.626238
599,0.009972
600,0.989682
601,0.529302
602,0.099684
603,0.410298
604,0.003713
605,0.006132
606,0.198376
607,0.629214
608,0.143909
609,0.826975
610,0.409319
611,0.629383
612,0.904832
613,0.152049
614,0.042172
615,0.000076
616,0.568434
617,0.647416
618,0.041716
619,0.381988
620,0.996827
621,0.002367
622,0.000831
623,0.000277
624,0.002028
625,0.985811
626,0.333069
627,0.252637
628,0.052759
629,0.998411
630,0.998091
631,0.961345
632,0.996420
633,0.999183
634,0.060199
635,0.842653
636,0.036588
637,0.410519
638,0.079697
639,0.711983
640,0.082647
641,0.662598
642,0.454235
643,0.993928
644,0.999934
645,0.242811
646,0.904594
647,0.006175
648,0.902032
649,0.846249
650,0.999886
651,0.941435
652,0.996677
653,0.027972
654,0.999412
655,0.601555
656,0.679807
657,0.999997
658,0.732307
659,0.001015
660,0.810039
661,0.999492
662,0.000563
663,0.000094
664,0.744919
665,0.022747
666,0.368620
667,0.936706
668,0.042454
669,0.999819
670,0.999704
671,0.004273
672,0.669779
673,0.045447
674,0.056240
675,0.780467
676,0.714904
677,0.137516
678,0.084657
679,0.990337
680,0.210801
681,0.993921
682,0.201315
683,0.641133
684,0.780491
685,0.999756
686,0.679635
687,0.664714
688,0.773050
689,0.050933
690,0.853924
691,0.825734
692,0.996854
693,0.949627
694,0.007437
695,0.998619
696,0.044700
697,0.968383
698,0.064849
699,0.175181
700,0.996830
701,0.117642
702,0.000427
703,0.025106
704,0.033654
705,0.962272
706,0.952526
707,0.992728
708,0.999473
709,0.664620
710,0.998301
711,0.027510
712,0.999997
713,0.999500
714,0.004725
715,0.995787
716,0.809094
717,0.012961
718,0.999037
719,0.999134
720,0.000140
721,0.434385
722,0.019402
723,0.918097
724,0.861577
725,0.995148
726,0.000003
727,0.991316
728,0.033490
729,0.027287
730,0.972246
731,0.949304
732,0.822138
733,0.013328
734,0.060208
735,0.999644
736,0.566018
737,0.002182
738,0.993483
739,0.057683
740,0.866452
741,0.141601
742,0.764007
743,0.830463
744,0.107802
745,0.908993
746,0.995787
747,0.982432
748,0.042493
749,0.324964
750,0.995091
751,0.131117
752,0.993904
753,0.726900
754,0.687026
755,0.001483
756,0.119051
757,0.999918
758,0.000316
759,0.001619
760,0.661326
761,0.772518
762,0.056948
763,0.106433
764,0.002365
765,0.868577
766,0.975198
767,0.979315
768,0.113061
769,0.858020
770,0.571983
771,0.988212
772,0.619761
773,0.903103
774,0.873800
775,0.009835
776,0.033100
777,0.817773
778,0.073684
779,0.994794
780,0.986529
781,0.782158
782,0.562966
783,0.981867
784,0.951416
785,0.101567
786,0.995027
787,0.000436
788,0.059537
789,0.995091
790,0.979086
791,0.999979
792,0.970423
793,0.679390
794,0.936569
795,0.001345
796,0.017327
797,0.984776
798,0.306258
799,0.969367
800,0.973587
801,0.001545
802,0.136189
803,0.537052
804,0.015652
805,0.198885
806,0.999812
807,0.995318
808,0.403609
809,0.999303
810,0.923012
811,0.061050
812,0.972120
813,0.498259
814,0.990992
815,0.984197
816,0.994165
817,0.293799
818,0.326363
819,0.319884
820,0.039656
821,0.923129
822,0.832996
823,0.999962
824,0.000294
825,0.000251
826,0.781469
827,0.001138
828,0.131266
829,0.969386
830,0.166332
831,0.153434
832,0.254430
833,0.578207
834,0.894027
835,0.976654
836,0.005283
837,0.988094
838,0.065654
839,0.615741
840,0.002961
841,0.852801
842,0.994058
843,0.958842
844,0.684471
845,0.971336
846,0.904336
847,0.433397
848,0.999813
849,0.006729
850,0.421919
851,0.073629
852,0.015188
853,0.733445
854,0.883918
855,0.023017
856,0.015812
857,0.845277
858,0.268129
859,0.030885
860,0.008943
861,0.853736
862,0.854775
863,0.630267
864,0.998975
865,0.923821
866,0.996261
867,0.001315
868,0.541266
869,0.075703
870,0.999837
871,0.984193
872,0.126490
873,0.994793
874,0.990013
875,0.939806
876,0.999795
877,0.003280
878,0.976050
879,0.418205
880,0.070029
881,0.973069
882,0.993117
883,0.961751
884,0.984531
885,0.444811
886,0.418398
887,0.998563
888,0.005440
889,0.322702
890,0.996929
891,0.833693
892,0.160756
893,0.982311
894,0.329783
895,0.130291
896,0.729805
897,0.580106
898,0.036679
899,0.980948
900,0.429997
901,0.956822
902,0.000804
903,0.999837
904,0.999897
905,0.914555
906,0.025733
907,0.973208
908,0.984750
909,0.118600
910,0.018961
911,0.803231
912,0.798026
913,0.742730
914,0.234623
915,0.991636
916,0.942129
917,0.190296
918,0.643881
919,0.920498
920,0.068544
921,0.245963
922,0.464453
923,0.999966
924,0.916691
925,0.000023
926,0.001444
927,0.085087
928,0.532471
929,0.004643
930,0.985783
931,0.220854
932,0.098821
933,0.286736
934,0.997059
935,0.997910
936,0.039324
937,0.846385
938,0.000152
939,0.991322
940,0.999814
941,0.212012
942,0.015055
943,0.000205
944,0.999874
945,0.962310
946,0.907489
947,0.337998
948,0.672492
949,0.978663
950,0.992376
951,0.293219
952,0.011037
953,0.676275
954,0.981124
955,0.988608
956,0.974115
957,0.835865
958,0.999596
959,0.079350
960,0.071906
961,0.001026
962,0.162261
963,0.951709
964,0.725497
965,0.002846
966,0.989090
967,0.000809
968,0.977290
969,0.925642
970,0.999557
971,0.931683
972,0.449614
973,0.071373
974,0.734360
975,0.865240
976,0.847896
977,0.362768
978,0.014654
979,0.988084
980,0.858097
981,0.918411
982,0.230359
983,0.979183
984,0.999893
985,0.043990
986,0.035666
987,0.000775
988,0.434114
989,0.225066
990,0.003530
991,0.375012
992,0.999671
993,0.552964
994,0.536177
995,0.922308
996,0.000240
997,0.929836
998,0.926864
999,0.961247
1000,0.999518
1001,0.681802
1002,0.962037
1003,0.940259
1004,0.986753
1005,0.001723
1006,0.998719
1007,0.543950
1008,0.988412
1009,0.885855
1010,0.524750
1011,0.049712
1012,0.971182
1013,0.137279
1014,0.936971
1015,0.000289
1016,0.012286
1017,0.001653
1018,0.670874
1019,0.998697
1020,0.383269
1021,0.107314
1022,0.044344
1023,0.041977
1024,0.412445
1025,0.705246
1026,0.892902
1027,0.000551
1028,0.943601
1029,0.051895
1030,0.408477
1031,0.175614
1032,0.077009
1033,0.209098
1034,0.999974
1035,0.008494
1036,0.059225
1037,0.990898
1038,0.994678
1039,0.013353
1040,0.999896
1041,0.179173
1042,0.771061
1043,0.002117
1044,0.043951
1045,0.530085
1046,0.773147
1047,0.491103
1048,0.938116
1049,0.018728
1050,0.000334
1051,0.952194
1052,0.970040
1053,0.029250
1054,0.154743
1055,0.321145
1056,0.876448
1057,0.930136
1058,0.897746
1059,0.978883
1060,0.013932
1061,0.000002
1062,0.277147
1063,0.162712
1064,0.931720
1065,0.062189
1066,0.999357
1067,0.934650
1068,0.857269
1069,0.050434
1070,0.995273
1071,0.007462
1072,0.570038
1073,0.018710
1074,0.990261
1075,0.996798
1076,0.081914
1077,0.112406
1078,0.019025
1079,0.878867
1080,0.999395
1081,0.966040
1082,0.999564
1083,0.994603
1084,0.097353
1085,0.532650
1086,0.569293
1087,0.585259
1088,0.002655
1089,0.964467
1090,0.641996
1091,0.999394
1092,0.885253
1093,0.913433
1094,0.983768
1095,0.996356
1096,0.999084
1097,0.010720
1098,0.322102
1099,0.102105
1100,0.508306
1101,0.256799
1102,0.020062
1103,0.005594
1104,0.127955
1105,0.999624
1106,0.033535
1107,0.005668
1108,0.749567
1109,0.990398
1110,0.217736
1111,0.007040
1112,0.008519
1113,0.002983
1114,0.994819
1115,0.987713
1116,0.240491
1117,0.116583
1118,0.100503
1119,0.331867
1120,0.018610
1121,0.972844
1122,0.579947
1123,0.546060
1124,0.634143
1125,0.054462
1126,0.038180
1127,0.099619
1128,0.920571
1129,0.897804
1130,0.999888
1131,0.833563
1132,0.011235
1133,0.143508
1134,0.023977
1135,0.010317
1136,0.999858
1137,0.879726
1138,0.042565
1139,0.707082
1140,0.057679
1141,0.433078
1142,0.020499
1143,0.561959
1144,0.998098
1145,0.998893
1146,0.999837
1147,0.999154
1148,0.009709
1149,0.999946
1150,0.189417
1151,0.982785
1152,0.064464
1153,0.000010
1154,0.845373
1155,0.999625
1156,0.974306
1157,0.899173
1158,0.999533
1159,0.017804
1160,0.004184
1161,0.759014
1162,0.139960
1163,0.025949
1164,0.009513
1165,0.131359
1166,0.989045
1167,0.963895
1168,0.004628
1169,0.891329
1170,0.179255
1171,0.003787
1172,0.945664
1173,0.972639
1174,0.999886
1175,0.998253
1176,0.002848
1177,0.008702
1178,0.708317
1179,0.992452
1180,0.999999
1181,0.150103
1182,0.999589
1183,0.832858
1184,0.999653
1185,0.001644
1186,0.998398
1187,0.032366
1188,0.035951
1189,0.558008
1190,0.905507
1191,0.996960
1192,0.007560
1193,0.005272
1194,0.024895
1195,0.999412
1196,0.379604
1197,0.576600
1198,0.016264
1199,0.188825
1200,0.995442
1201,0.990510
1202,0.654644
1203,0.047893
1204,0.085241
1205,0.993249
1206,0.363891
1207,0.499925
1208,0.077103
1209,0.161328
1210,0.988289
1211,0.999925
1212,0.304759
1213,0.001195
1214,0.996879
1215,0.890704
1216,0.999832
1217,0.856343
1218,0.693319
1219,0.041196
1220,0.015400
1221,0.033590
1222,0.247987
1223,0.704555
1224,0.999926
1225,0.112259
1226,0.067240
1227,0.999996
1228,0.884170
1229,0.007917
1230,0.024043
1231,0.988748
1232,0.868506
1233,0.062913
1234,0.620322
1235,0.994630
1236,0.983896
1237,0.999729
1238,0.761490
1239,0.974760
1240,0.000962
1241,0.999870
1242,0.999979
1243,0.352767
1244,0.021003
1245,0.267596
1246,0.034237
1247,0.202236
1248,0.998867
1249,0.111214
1250,0.843352
1251,0.982649
1252,0.427872
1253,0.377085
1254,0.825198
1255,0.744742
1256,0.041860
1257,0.787784
1258,0.837992
1259,0.094776
1260,0.364769
1261,0.999655
1262,0.800407
1263,0.660226
1264,0.084493
1265,0.055514
1266,0.955355
1267,0.998719
1268,0.090788
1269,0.453080
1270,0.004891
1271,0.990577
1272,0.999485
1273,0.999346
1274,0.468792
1275,0.023312
1276,0.832366
1277,0.021298
1278,0.747976
1279,0.972736
1280,0.978236
1281,0.001388
1282,0.965342
1283,0.960204
1284,0.995558
1285,0.044862
1286,0.912503
1287,0.026783
1288,0.033585
1289,0.949962
1290,0.964237
1291,0.283442
1292,0.295373
1293,0.000238
1294,0.071832
1295,0.295637
1296,0.000242
1297,0.030709
1298,0.000102
1299,0.002752
1300,0.358465
1301,0.997567
1302,0.004782
1303,0.577940
1304,0.465846
1305,0.177681
1306,0.983153
1307,0.008214
1308,0.384895
1309,0.549927
1310,0.034503
1311,0.506381
1312,0.780537
1313,0.001716
1314,0.721021
1315,0.999320
1316,0.000273
1317,0.931087
1318,0.925219
1319,0.997121
1320,0.999311
1321,0.009335
1322,0.094010
1323,0.157456
1324,0.452463
1325,0.002321
1326,0.504166
1327,0.975156
1328,0.993789
1329,0.877554
1330,0.910539
1331,0.727065
1332,0.991651
1333,0.956413
1334,0.455669
1335,0.262683
1336,0.059565
1337,0.001438
1338,0.107583
1339,0.298247
1340,0.925256
1341,0.070375
1342,0.980577
1343,0.887361
1344,0.563765
1345,0.008644
1346,0.004133
1347,0.001131
1348,0.584799
1349,0.987913
1350,0.953094
1351,0.999290
1352,0.905967
1353,0.980488
1354,0.033501
1355,0.000026
1356,0.999944
1357,0.459275
1358,0.142979
1359,0.000316
1360,0.975378
1361,0.001384
1362,0.032685
1363,0.219467
1364,0.037624
1365,0.983353
1366,0.931863
1367,0.974431
1368,0.037623
1369,0.811738
1370,0.060372
1371,0.000246
1372,0.985924
1373,0.959045
1374,0.600979
1375,0.075264
1376,1.000000
1377,0.979519
1378,0.979039
1379,0.047323
1380,0.102471
1381,0.979511
1382,0.999691
1383,0.079750
1384,0.999317
1385,0.603532
1386,0.997066
1387,0.999881
1388,0.012083
1389,0.947254
1390,0.014387
1391,0.892364
1392,0.147219
1393,0.880407
1394,0.015540
1395,0.145242
1396,0.002581
1397,0.004929
1398,0.978473
1399,0.999256
1400,0.458348
1401,0.989519
1402,0.995180
1403,0.964849
1404,0.241286
1405,0.995378
1406,0.014526
1407,0.057096
1408,0.251015
1409,0.980971
1410,0.041732
1411,0.992594
1412,0.906103
1413,0.973515
1414,0.385452
1415,0.393226
1416,0.029320
1417,0.009051
1418,0.000441
1419,0.023040
1420,0.995748
1421,0.989683
1422,0.117506
1423,0.160517
1424,0.990527
1425,0.001087
1426,0.048593
1427,0.999945
1428,0.991970
1429,0.995909
1430,0.227526
1431,0.992641
1432,0.999796
1433,0.989422
1434,0.993823
1435,0.675177
1436,0.951915
1437,0.995449
1438,0.069920
1439,0.388678
1440,0.133198
1441,0.027863
1442,0.922054
1443,0.922488
1444,0.938815
1445,0.992446
1446,0.019618
1447,0.119351
1448,0.538250
1449,0.973884
1450,0.048283
1451,0.148283
1452,0.894097
1453,0.003663
1454,0.284564
1455,0.006038
1456,0.058947
1457,0.996144
1458,0.014802
1459,0.009771
1460,0.024923
1461,0.012528
1462,0.927831
1463,0.103365
1464,0.036740
1465,0.063337
1466,0.132475
1467,0.681659
1468,0.945724
1469,0.931404
1470,0.997203
1471,0.966592
1472,0.006213
1473,0.017832
1474,0.047631
1475,0.033738
1476,0.972227
1477,0.859136
1478,0.000714
1479,0.005400
1480,0.080523
1481,0.999698
1482,0.726494
1483,0.487797
1484,0.025091
1485,0.189172
1486,0.883082
1487,0.853576
1488,0.000539
1489,0.027600
1490,0.018171
1491,0.028056
1492,0.362782
1493,0.957695
1494,0.177889
1495,0.798699
1496,0.671890
1497,0.997579
1498,0.996450
1499,0.764181
1500,0.103577
1501,0.948214
1502,0.004184
1503,0.000012
1504,0.995046
1505,0.017414
1506,0.843291
1507,0.075500
1508,0.999957
1509,0.986030
1510,0.027070
1511,0.625077
1512,0.557319
1513,0.830764
1514,0.087774
1515,0.138246
1516,1.000000
1517,0.946747
1518,0.002322
1519,0.900694
1520,0.799696
1521,0.988836
1522,0.012116
1523,0.127598
1524,0.262881
1525,0.984232
1526,0.411924
1527,0.181476
1528,0.005585
1529,0.994714
1530,0.827865
1531,0.768126
1532,0.002982
1533,0.775668
1534,0.278329
1535,0.006176
1536,0.983432
1537,0.768516
1538,0.939738
1539,0.045772
1540,0.002222
1541,0.024328
1542,0.936846
1543,0.915045
1544,0.310919
1545,0.340510
1546,0.846596
1547,0.220608
1548,0.011431
1549,0.996129
1550,0.820495
1551,0.001409
1552,0.452788
1553,0.999083
1554,0.999689
1555,0.018307
1556,0.250956
1557,0.762405
1558,0.029087
1559,0.135312
1560,0.964808
1561,0.050121
1562,0.445741
1563,0.999020
1564,0.656333
1565,0.312213
1566,0.217395
1567,0.005799
1568,0.054132
1569,0.931039
1570,0.038898
1571,0.634592
1572,0.357770
1573,0.999801
1574,0.966811
1575,0.999670
1576,0.766582
1577,0.991061
1578,0.002991
1579,0.027041
1580,0.972626
1581,0.999988
1582,0.003559
1583,0.010374
1584,0.006573
1585,0.772507
1586,0.049481
1587,0.065409
1588,0.610739
1589,0.004236
1590,0.999904
1591,0.997290
1592,0.054395
1593,0.006851
1594,0.262573
1595,0.148978
1596,0.959890
1597,0.145772
1598,0.948873
1599,0.840151
1600,0.978963
1601,0.005248
1602,0.078862
1603,0.690290
1604,0.147948
1605,0.309929
1606,0.000102
1607,0.002096
1608,0.022997
1609,0.886967
1610,0.234237
1611,0.001709
1612,0.863344
1613,0.001191
1614,0.008911
1615,0.021792
1616,0.041685
1617,0.428021
1618,0.257106
1619,0.869517
1620,0.910980
1621,0.377892
1622,0.681041
1623,0.342572
1624,0.022742
1625,0.998625
1626,0.002403
1627,0.201201
1628,0.930081
1629,0.637797
1630,0.999989
1631,0.932130
1632,0.999144
1633,0.727280
1634,0.763675
1635,0.008833
1636,0.961550
1637,0.868299
1638,0.993848
1639,0.315695
1640,0.672739
1641,0.020850
1642,0.978918
1643,0.987772
1644,0.997681
1645,0.999706
1646,0.903098
1647,0.632299
1648,0.066620
1649,0.911781
1650,0.053998
1651,0.798260
1652,0.941746
1653,0.558463
1654,0.990266
1655,0.617079
1656,0.011890
1657,0.670301
1658,0.999803
1659,0.937640
1660,0.116333
1661,0.000246
1662,0.998229
1663,0.986481
1664,0.029436
1665,0.038367
1666,0.000331
1667,0.879595
1668,0.100070
1669,0.999097
1670,0.096351
1671,0.000735
1672,0.999206
1673,0.948676
1674,0.056546
1675,0.770347
1676,0.997470
1677,0.991950
1678,0.989049
1679,0.008136
1680,0.132084
1681,0.348659
1682,0.990018
1683,0.080869
1684,0.911247
1685,0.643646
1686,0.174572
1687,0.996471
1688,0.913140
1689,0.769799
1690,0.954606
1691,0.038050
1692,0.999830
1693,0.997980
1694,0.701709
1695,0.813913
1696,0.998618
1697,0.250106
1698,0.670287
1699,0.711495
1700,0.000884
1701,0.995535
1702,0.779296
1703,0.528740
1704,0.998178
1705,0.972111
1706,0.999817
1707,0.303909
1708,0.131871
1709,0.839804
1710,0.006220
1711,0.685297
1712,0.113993
1713,0.013398
1714,0.445145
1715,0.323466
1716,0.766208
1717,0.987132
1718,0.029035
1719,0.449040
1720,0.737780
1721,0.146468
1722,0.999614
1723,0.038207
1724,0.698536
1725,0.993748
1726,0.976442
1727,0.999768
1728,0.944365
1729,0.100540
1730,0.803313
1731,0.813695
1732,0.999909
1733,0.976805
1734,0.068466
1735,0.685379
1736,0.030317
1737,0.994702
1738,0.013138
1739,0.015956
1740,0.002085
1741,0.005779
1742,0.988785
1743,0.143225
1744,0.992555
1745,0.573144
1746,0.992008
1747,0.392761
1748,0.680387
1749,0.019848
1750,0.197226
1751,0.741938
1752,0.146660
1753,0.085499
1754,0.886406
1755,0.977867
1756,0.064967
1757,0.000075
1758,0.479448
1759,0.998411
1760,0.211009
1761,0.963371
1762,0.931992
1763,0.020991
1764,0.964615
1765,0.022867
1766,0.998694
1767,0.951436
1768,0.153882
1769,0.477121
1770,0.104313
1771,0.992732
1772,0.478409
1773,0.998199
1774,0.019571
1775,0.524234
1776,0.998400
1777,0.030940
1778,0.032162
1779,0.000638
1780,0.100582
1781,0.796668
1782,0.994940
1783,0.166441
1784,0.811462
1785,0.172835
1786,0.955977
1787,0.999907
1788,0.996349
1789,1.000000
1790,0.055148
1791,0.057736
1792,0.050626
1793,0.999650
1794,0.987726
1795,0.015662
1796,0.002109
1797,0.816000
1798,0.965357
1799,0.056220
1800,0.999569
1801,0.997872
1802,0.002261
1803,0.837582
1804,0.010096
1805,0.078531
1806,0.014600
1807,0.201449
1808,0.907313
1809,0.642122
1810,0.891587
1811,0.996320
1812,0.951406
1813,0.974655
1814,0.999496
1815,0.724904
1816,0.947716
1817,0.052834
1818,0.268363
1819,0.323058
1820,0.473683
1821,0.998737
1822,0.378140
1823,0.116773
1824,0.306204
1825,0.998298
1826,0.012446
1827,0.008969
1828,0.610652
1829,0.988369
1830,0.082799
1831,0.999038
1832,0.951556
1833,0.572285
1834,0.033709
1835,0.989272
1836,0.712169
1837,0.856166
1838,0.998112
1839,0.162762
1840,0.909939
1841,0.281242
1842,0.215152
1843,0.382086
1844,0.003189
1845,0.174035
1846,0.014791
1847,0.020268
1848,0.101911
1849,0.920301
1850,0.209490
1851,0.815487
1852,0.044712
1853,0.937228
1854,0.023459
1855,0.606305
1856,0.722609
1857,0.002177
1858,0.062743
1859,0.982999
1860,0.176667
1861,0.207272
1862,0.002144
1863,0.998437
1864,0.011932
1865,0.925063
1866,0.996415
1867,0.012047
1868,0.210314
1869,0.652630
1870,0.062520
1871,0.814838
1872,0.999267
1873,0.139588
